student	question	course_page_number	unit_page_number	module_page_number	page_question_number	question_type	answered	correct	persisted
600b29e71e99fb7d9decf12b	5fc5ea9a807e2b2483097a4c	60	58	3	15	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9a807e2b2483097aaa	60	58	3	16	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9a807e2b2483097b4e	60	58	3	18	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9a807e2b2483097c0a	60	58	3	21	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9b807e2b2483097c5e	60	58	3	22	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea95807e2b24830969fd	126	124	1	1	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea95807e2b2483096a11	126	124	1	2	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea95807e2b2483096b23	126	124	1	9	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea95807e2b2483096b77	126	124	1	10	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea95807e2b2483096bcb	126	124	1	11	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea96807e2b2483096c45	126	124	1	13	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaad807e2b248309b575	105	103	2	2	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaad807e2b248309b59d	105	103	2	4	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaad807e2b248309b74f	105	103	2	14	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaae807e2b248309b84b	105	103	2	17	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaae807e2b248309b89f	105	103	2	18	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaba807e2b248309de13	23	21	1	5	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaba807e2b248309df37	23	21	1	9	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa7807e2b248309a43b	152	150	5	0	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa7807e2b248309a501	152	150	5	5	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa8807e2b248309a5b1	152	150	5	8	HA_FITB	1	0	0
600b29e71e99fb7d9decf12b	5fc5eaa8807e2b248309a5f1	152	150	5	9	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa8807e2b248309a6a7	152	150	5	12	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa8807e2b248309a6db	152	150	5	13	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb38807e2b24830b6a91	129	127	4	6	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb38807e2b24830b6bcd	129	127	4	11	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb38807e2b24830b6c21	129	127	4	12	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb38807e2b24830b6c91	129	127	4	14	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb35807e2b24830b631b	128	126	3	0	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb35807e2b24830b63d7	128	126	3	6	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb36807e2b24830b6651	128	126	3	16	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb34807e2b24830b5e3f	16	14	6	2	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb34807e2b24830b5ed7	16	14	6	5	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb34807e2b24830b5f17	16	14	6	6	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb34807e2b24830b5f6b	16	14	6	7	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb34807e2b24830b5fbf	16	14	6	8	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb34807e2b24830b600f	16	14	6	9	HA_FITB	1	0	0
600b29e71e99fb7d9decf12b	5fc5eb34807e2b24830b608d	16	14	6	11	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb2f807e2b24830b5144	106	104	3	3	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb2f807e2b24830b5158	106	104	3	4	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb30807e2b24830b516c	106	104	3	5	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb30807e2b24830b51a8	106	104	3	6	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb30807e2b24830b5250	106	104	3	8	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb30807e2b24830b52a4	106	104	3	9	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb30807e2b24830b52f8	106	104	3	10	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb30807e2b24830b5394	106	104	3	12	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb30807e2b24830b53fc	106	104	3	13	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb31807e2b24830b54be	106	104	3	15	HA_DnD_Table	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb31807e2b24830b551c	106	104	3	17	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea96807e2b2483096ebf	62	60	5	2	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea96807e2b2483096f13	62	60	5	3	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea97807e2b2483096f84	62	60	5	5	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea97807e2b2483097074	62	60	5	9	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea97807e2b24830970dc	62	60	5	10	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea97807e2b248309719c	62	60	5	15	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea97807e2b24830971b0	62	60	5	16	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea97807e2b24830971fa	62	60	5	18	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea97807e2b248309720e	62	60	5	19	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb50807e2b24830bb78c	35	33	2	3	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb50807e2b24830bb7ae	35	33	2	4	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb50807e2b24830bb7d4	35	33	2	5	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb50807e2b24830bb7e8	35	33	2	6	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb51807e2b24830bb9b6	35	33	2	18	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb51807e2b24830bba1e	35	33	2	19	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb51807e2b24830bbac6	35	33	2	21	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb51807e2b24830bbb72	35	33	2	24	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb51807e2b24830bbc1a	35	33	2	26	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb51807e2b24830bbc60	35	33	2	27	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb47807e2b24830b9b62	27	25	5	0	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb47807e2b24830b9b76	27	25	5	1	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb22807e2b24830b2661	25	23	3	3	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb22807e2b24830b2687	25	23	3	4	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb22807e2b24830b269b	25	23	3	5	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb22807e2b24830b27a9	25	23	3	14	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb22807e2b24830b27bd	25	23	3	15	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb23807e2b24830b27e1	25	23	3	16	HA_FITB	1	0	1
